sentence,label
"Ferguson is two-thirds black, but 2013 report showed blacks over-represented in arrests",0
Chile team bus nearly ran over a female fan,0
The Colombian ambassador said Venezuela has not acted on intelligence it has received,0
"Be that you are,That is, a woman; if you be more, you're none;If you be one, as you are well express'dBy all external warrants, show it now,By putting on the destined livery",1
New landing zone has been opened up via the Duebendorf military base,0
"CLARENCE:By heaven, I will not do thee so much ease",1
"TRANIO:Mistress Bianca, bless you with such graceAs 'longeth to a lover's blessed case!Nay, I have ta'en you napping, gentle love,And have forsworn you with Hortensio",1
HERMIONE:What is this? sport?LEONTES:Bear the boy hence; he shall not come about her;Away with him! and let her sport herselfWith that she's big with; for 'tis PolixenesHas made thee swell thus,1
He will stay at a federal detention center until his next court date,0
"ROMEO:Good morrow, father",1
"For the dearth,The gods, not the patricians, make it, andYour knees to them, not arms, must help",1
Take leave and part; for you must part forthwith,1
"Navarrette: New details emerge about agents, personnel getting prostitutes in 2012",0
"Police officers paid Mykel Cantrel Cooper's, 23, tab at The International House of Pancakes because they thought he was mentally ill",0
POMPEY:Master Barnardine! you must rise and be hanged,1
He underwent his fourth clinical study this summer; he's one of 16 people in the study,0
"Even Bo, the first dog, will make the eight-day trip",0
Eirian Davies claims parents told her she would take over South Wales farm,0
"'KING EDWARD IV:I blame not her, she could say little less;She had the wrong",1
Friday is first iPhone release since death of Apple co-founder Steve Jobs,0
"That means the average viewer is aging faster than the US population, says Media analyst Michael Nathanson",0
Herman is up for adoption,0
Energy giant set up grandmother's payment plan incorrectly on phone,0
NIH says the agents were found in sealed containers and posed no safety risks,0
"CAMILLO:I should leave grazing, were I of your flock,And only live by gazing",1
Illinois Republican served as House Judiciary chairman from 1995 to 2001,0
KING RICHARD II:Then I must not say no,1
"POLIXENES:Then make your garden rich in gillyvors,And do not call them bastards",1
Crash-test dummies are packing on the pounds to better reflect the expanding waistlines and larger rear ends of many Americans,0
and Britain do not,0
"ANGELO:Go to; let that be mine:Do you your office, or give up your place,And you shall well be spared",1
"ANTONIO:We two, my lord,Will guard your person while you take your rest,And watch your safety",1
And I for winking at your discords tooHave lost a brace of kinsmen: all are punish'd,1
"QUEEN MARGARET:Heavens grant that Warwick's words bewitch him not!KING LEWIS XI:Now Warwick, tell me, even upon thy conscience,Is Edward your true king? for I were loathTo link with him that were not lawful chosen",1
"HORTENSIO:See, how they kiss and court! Signior Lucentio,Here is my hand, and here I firmly vowNever to woo her no more, but do forswear her,As one unworthy all the former favoursThat I have fondly flatter'd her withal",1
"He says the Civil War was fought over slavery, an indefensible institution",0
"Bonnie Fletcher filed for restraining order, saying her husband turned violent after he stopped taking pills for head trauma he suffered in 1989",0
"The king is not himself, but basely ledBy flatterers; and what they will inform,Merely in hate, 'gainst any of us all,That will the king severely prosecute'Gainst us, our lives, our children, and our heirs",1
Lib Dem minister has written to Health Secretary calling for review of drug,0
"And now to London with triumphant march,There to be crowned England's royal king:From whence shall Warwick cut the sea to France,And ask the Lady Bona for thy queen:So shalt thou sinew both these lands together;And, having France thy friend, thou shalt not dreadThe scatter'd foe that hopes to rise again;For though they cannot greatly sting to hurt,Yet look to have them buzz to offend thine ears",1
Ex-Liverpool manager Graeme Souness hails Chelsea's Nemanja Matic,0
Novak Djokovic defeats Andy Murray 8-5 in one-set exhibition match,0
"ISABELLA:I would to heaven I had your potency,And you were Isabel! should it then be thus?No; I would tell what 'twere to be a judge,And what a prisoner",1
"Milchan's films include ""Fight Club,"" ""Pretty Woman,"" and ""L",0
"Tom Henderson's organization, ShelterBox, helps disaster victims worldwide",0
He trains every day to improve and can now skate flat on the ground,0
"When at BohemiaYou take my lord, I'll give him my commissionTo let him there a month behind the gestPrefix'd for's parting: yet, good deed, Leontes,I love thee not a jar o' the clock behindWhat lady-she her lord",1
Former goalkeeper due to appear in court later this month,0
"Christina Briggs, 26, from Wigan, says she can't afford to lose weight",0
"PETRUCHIO:Signior Baptista, my business asketh haste,And every day I cannot come to woo",1
British scientists say they have got to the 'root' of prostate cancer,0
The Survival Slingshot was designed by an aerospace engineer from Texas,0
"PERDITA:Even here undone!I was not much afeard; for once or twiceI was about to speak and tell him plainly,The selfsame sun that shines upon his courtHides not his visage from our cottage butLooks on alike",1
"While not perfect, Ai says America should be proud of its elections and democracy",0
"CATESBY:My good lords both, with all the heed I may",1
"Knew victims, who lived near Montague, were not involved in fatal crash",0
His widow finds writing letters to her husband helps her cope with his death,0
Kirsty Skinsley was diagnosed with the brain disease just before her 21st,0
"Boatswain:Lay her a-hold, a-hold! set her two courses off tosea again; lay her off",1
The group is led by a former first lady and the widow of an industrial tycoon,0
"troops in Pakistan, President Obama announced Sunday",0
River burst bank and now flows 75 miles east of its original course,0
Other members of family are 'gobsmacked' at transformation,0
"Officer:HERMIONE:Since what I am to say must be but thatWhich contradicts my accusation andThe testimony on my part no otherBut what comes from myself, it shall scarce boot meTo say 'not guilty:' mine integrityBeing counted falsehood, shall, as I express it,Be so received",1
He has claimed his racist statements were illegally recorded,0
"Boy! O slave!Pardon me, lords, 'tis the first time that everI was forced to scold",1
"Do you the office, friar; which consummate,Return him here again",1
He's simple and tells much,1
"FRIAR LAURENCE:Hark, how they knock! Who's there? Romeo, arise;Thou wilt be taken",1
"KING EDWARD IV:Huntsman, what say'st thou? wilt thou go along?Huntsman:Better do so than tarry and be hang'd",1
"DUCHESS OF YORK:How, my pretty York? I pray thee, let me hear it",1
"If your worship will take order for the drabs andthe knaves, you need not to fear the bawds",1
He received a further boost to his popularity in TV debate with Nick Clegg,0
"My noble queen, let former grudges pass,And henceforth I am thy true servitor:I will revenge his wrong to Lady Bona,And replant Henry in his former state",1
75million,0
BRUTUS:'Tis most like he will,1
"O coward conscience, how dost thou afflict me!The lights burn blue",1
"Mr Wilson, 65, has suggested he might stand for Kent police commissioner",0
"Some 374,000 people have been evacuated from Shanghai",0
"Zarine Khan, mother of teen accused of supporting ISIS, delivers a tearful public plea",0
"QUEEN MARGARET:Ah, that thy father had been so resolved!GLOUCESTER:That you might still have worn the petticoat,And ne'er have stol'n the breech from Lancaster",1
RUTLAND:But 'twas ere I was born,1
Medics thought she was in premature labour but she had a ruptured uterus,0
MOPSA:I was promised them against the feast; but they comenot too late now,1
Second Senator:You'll see your Rome embraced with fire beforeYou'll speak with Coriolanus,1
"The mobster tortured Benedykt Nowak, 34, before roasting his face with a blow torch and dousing him in petrol",0
"CLIFFORD:Urge it no more; lest that, instead of words,I send thee, Warwick, such a messengerAs shall revenge his death before I stir",1
Mr Cameron said most of the guests were long standing acquaintances,0
"If thou dost find him tractable to us,Encourage him, and show him all our reasons:If he be leaden, icy-cold, unwilling,Be thou so too; and so break off your talk,And give us notice of his inclination:For we to-morrow hold divided councils,Wherein thyself shalt highly be employ'd",1
45am GMT,0
"KING EDWARD IV:We are advertised by our loving friendsThat they do hold their course toward Tewksbury:We, having now the best at Barnet field,Will thither straight, for willingness rids way;And, as we march, our strength will be augmentedIn every county as we go along",1
